명칭,주소,위도,경도,개요,class,tag1,tag2,tag3,tag4,tag5,is_unique,tags,input_text,summary
충무승마장,충청남도 아산시 음봉면 충무로604번길 42,36.83330085,127.0147492,"충무승마장은 아산 시내 북쪽에 위치한 승마장으로, 산으로 둘러싸여 있어 자연 속에서 힐링승마를 즐길 수 있다는 장점이 있다. 야외 승마장, 실내마장, 중급자를 위한 3개 트랙의 큰 원형, 초보자를 위한 2개 트랙의 작은 원형, 넓은 마사 등의 시설을 보유하고 있으며, 동호회 및 아이들의 단체체험 활동도 가능하다. 엘리트 석사학위를 수료한 원장님의 많은 대회경험과 입상, 오랜 실력과 경험을 바탕으로 일반승마레슨전문 및 고급장애물전문승마레슨 등  진중하고 보다 수준 높은 승마교육을 진행하고 있으며 어린이들은 직접 승마를 하지 않더라도 먹이 주기 체험을 해볼 수 있다.",1,#자연,#가족나들이,#체험가득,#산책힐링,,1,#자연 #가족나들이 #체험가득 #산책힐링 ,"충무승마장은 아산 시내 북쪽에 위치한 승마장으로, 산으로 둘러싸여 있어 자연 속에서 힐링승마를 즐길 수 있다는 장점이 있다. 야외 승마장, 실내마장, 중급자를 위한 3개 트랙의 큰 원형, 초보자를 위한 2개 트랙의 작은 원형, 넓은 마사 등의 시설을 보유하고 있으며, 동호회 및 아이들의 단체체험 활동도 가능하다. 엘리트 석사학위를 수료한 원장님의 많은 대회경험과 입상, 오랜 실력과 경험을 바탕으로 일반승마레슨전문 및 고급장애물전문승마레슨 등  진중하고 보다 수준 높은 승마교육을 진행하고 있으며 어린이들은 직접 승마를 하지 않더라도 먹이 주기 체험을 해볼 수 있다. #자연 #가족나들이 #체험가득 #산책힐링","아산 북쪽 위치, 자연 속 힐링승마 가능. 야외/실내 시설, 다양한 트랙 보유, 일반·고급 장애물 전문 레슨, 먹이주기 체험 제공.

* 태그: #자연 #가족나들이 #체험가득 #산책힐링"
공릉관광지캠핑장,경기도 파주시 조리읍 장곡로 218,37.74957201,126.8330874,"공릉관광지캠핑장은 경기도 파주시 공릉관광지 내에 자리 잡고 있다. 이 때문에 수도권 북부지역 최대 규모의 놀이시설인 공릉유원지를 맘껏 즐길 수 있는 매력을 갖고 있다. 빼어난 주위 경관이 매력적인 이곳은 캠핑사이트 7곳, 카라반 19대, 폴딩텐트 1대 등 총 27개 사이트를 운영 중이다. 사이트는 파쇄석으로 이뤄져 있고 중앙의 잔디마당 바깥쪽으로 펼쳐져 있다. 사이트 중앙엔 어린이들이 뛰어놀기 좋게 잔디가 심어져 있다. 폴딩텐트는 트레일러 형태의 고정형 텐트다. 난방, 침구 및 식기는 비치되어 있지 않고, 전기는 폴딩텐트 내에 연결되어 있다. 지자체로부터 위탁 운영되고 있어 관리상태가 깨끗한 편이다. 화장실, 샤워장, 개수대, 매점 등의 편의시설도 잘 갖춰져 있다.",1,#가족나들이,#감성스팟,#자연,,,0,#가족나들이 #감성스팟 #자연  ,"공릉관광지캠핑장은 경기도 파주시 공릉관광지 내에 자리 잡고 있다. 이 때문에 수도권 북부지역 최대 규모의 놀이시설인 공릉유원지를 맘껏 즐길 수 있는 매력을 갖고 있다. 빼어난 주위 경관이 매력적인 이곳은 캠핑사이트 7곳, 카라반 19대, 폴딩텐트 1대 등 총 27개 사이트를 운영 중이다. 사이트는 파쇄석으로 이뤄져 있고 중앙의 잔디마당 바깥쪽으로 펼쳐져 있다. 사이트 중앙엔 어린이들이 뛰어놀기 좋게 잔디가 심어져 있다. 폴딩텐트는 트레일러 형태의 고정형 텐트다. 난방, 침구 및 식기는 비치되어 있지 않고, 전기는 폴딩텐트 내에 연결되어 있다. 지자체로부터 위탁 운영되고 있어 관리상태가 깨끗한 편이다. 화장실, 샤워장, 개수대, 매점 등의 편의시설도 잘 갖춰져 있다. #가족나들이 #감성스팟 #자연","경기도 파주시에 위치한 공릉관광지캠핑장은 수도권 북부지역의 최대 규모 놀이시설인 공릉유원지와 인접하여 가족 나들이에 적합합니다. 주변 경치가 아름답고, 캠핑사이트 7곳, 카라반 19대, 폴딩 텐트 1대로 구성된 총 27개의 다양한 사이트를 제공합니다. 모든 사이트에는 전기 시설이 구비되어 있으며, 관리가 잘 되어있어 청결한 환경을 유지하며, 화장실, 샤워장, 개수대, 매점 등 각종 편의시설 또한 갖추고 있습니다.

태그: #가족나들이 #감성스팟 #자연"
논산 탑정호글램핑,충청남도 논산시 가야곡면 종연리 238-7,36.17523991,127.1537934,"논산 탑정호 글램핑은 충남 논산시 가야곡면에 위치했다. 이곳은 논산의 대표 관광지 가운데 하나인 탑정호 인근에 자리 잡고 있어 캠핑장에서 탑정호의 아름다운 풍광을 즐길 수 있을 뿐만 아니라 캠핑과 낚시를 동시에 즐길 수도 있다. 캠핑장에는 오토캠핑 공간과 글램핑장이 마련되어 있다. 객실 내부에 침대, TV, 테이블, 의자, 무드등, 개수대, 냉장고, 냉난방기, 취사도구, 조리도구 등을 갖추고 있다. 외부에는 전용 데크, 대형 타프, 의자 일체형 목재 테이블, 바비큐 시설 등을 배치했으며, 대인원을 위한 공동 바비큐장도 따로 마련되어 있다. 주변에 탑정호를 비롯해 관촉사, 계백장군 유적지 등의 관광지가 있어 연계 관광이 용이하다. 탑정호 인근에 민물 매운탕 전문 음식점도 많아 식도락의 즐거움을 누릴 수 있다.",1,#유적지,#자연,#감성스팟,,,1,#유적지 #자연 #감성스팟  ,"논산 탑정호 글램핑은 충남 논산시 가야곡면에 위치했다. 이곳은 논산의 대표 관광지 가운데 하나인 탑정호 인근에 자리 잡고 있어 캠핑장에서 탑정호의 아름다운 풍광을 즐길 수 있을 뿐만 아니라 캠핑과 낚시를 동시에 즐길 수도 있다. 캠핑장에는 오토캠핑 공간과 글램핑장이 마련되어 있다. 객실 내부에 침대, TV, 테이블, 의자, 무드등, 개수대, 냉장고, 냉난방기, 취사도구, 조리도구 등을 갖추고 있다. 외부에는 전용 데크, 대형 타프, 의자 일체형 목재 테이블, 바비큐 시설 등을 배치했으며, 대인원을 위한 공동 바비큐장도 따로 마련되어 있다. 주변에 탑정호를 비롯해 관촉사, 계백장군 유적지 등의 관광지가 있어 연계 관광이 용이하다. 탑정호 인근에 민물 매운탕 전문 음식점도 많아 식도락의 즐거움을 누릴 수 있다. #유적지 #자연 #감성스팟","* **위치**: 충남 논산시 가야곡면 
* **특징**:
  - 탑정호 인근에서 즐기는 글램핑&오토캠핑
  - 낚시에 적합한 환경 제공
  - 다양한 편의시설 및 비품 구비 (침대, TV, 키친 등)
  - 야외공간: 데크, 타프, 테이블, 바베큐 시설 완비
  - 주변 관광지와의 접근성 좋음(관촉사, 계백장군 유적지 등)
  - 맛집 탐방의 기회 (탑정호 인근의 민물매운탕 전문 음식점들)
* **태그**: #유적지 #자연 #감성스팟"
해안누리길 몰운대길,부산광역시 사하구 다대로 734,35.04983847,128.961431,"해안누리길 몰운대길은 다대포 노을정에서 시작되어 몰운대로 이어지는 낙조가 아름답기로 이름난 길이다. 낙동강이 남해 바다와 만나는 현장을 눈으로 확인해 볼 수 있으며 해송숲에서 은은하게 퍼져 나오는 솔향기에 취하고 사방에 흩어진 작은 섬들과 남해의 경관을 감상할 수 있는 비순환형 코스이다. 갈맷길4-3코스 중 일부코스로 몰운대유원지, 화손대, 공수마을, 몰운대성당 앞 전망대가 관광포인트이다.",1,#자연,#뷰 맛집,#감성스팟,,,0,#자연 #뷰 맛집 #감성스팟  ,"해안누리길 몰운대길은 다대포 노을정에서 시작되어 몰운대로 이어지는 낙조가 아름답기로 이름난 길이다. 낙동강이 남해 바다와 만나는 현장을 눈으로 확인해 볼 수 있으며 해송숲에서 은은하게 퍼져 나오는 솔향기에 취하고 사방에 흩어진 작은 섬들과 남해의 경관을 감상할 수 있는 비순환형 코스이다. 갈맷길4-3코스 중 일부코스로 몰운대유원지, 화손대, 공수마을, 몰운대성당 앞 전망대가 관광포인트이다. #자연 #뷰 맛집 #감성스팟","해안누리길 몰운대길: 다대포 노을정부터 몰운대까지 이어지며 아름다운 낙조로 유명한 자연경관 감상 가능한 비순환형 코스.

주요 포인트: 몰운대 유원지, 화손대, 공수마을, 몰운대 성당 앞 전망대

#자연 #뷰맛집 #감성스팟"
J캠핑장,강원특별자치도 홍천군 내면 소한동길 301,37.79049961,128.4297771,"경기도 가평군 설악면에 위치한 J캠핑장은 바로 앞에 흐르는 계곡, 야외수영장이 있어 여름 물놀이에 최적인 곳이다. 어린이 놀이방과 트램펄린은 아이들이 놀기에 좋고, 당구장, 카페, 극장, 야외테라스에서는 가족이 함께 즐기기에 좋다. 산으로 둘러싸여 사계절을 감상하기에 좋은 캠핑장이다.",1,#가족나들이,#자연,#사찰,#감성 카페거리,,0,#가족나들이 #자연 #사찰 #감성 카페거리 ,"경기도 가평군 설악면에 위치한 J캠핑장은 바로 앞에 흐르는 계곡, 야외수영장이 있어 여름 물놀이에 최적인 곳이다. 어린이 놀이방과 트램펄린은 아이들이 놀기에 좋고, 당구장, 카페, 극장, 야외테라스에서는 가족이 함께 즐기기에 좋다. 산으로 둘러싸여 사계절을 감상하기에 좋은 캠핑장이다. #가족나들이 #자연 #사찰 #감성 카페거리","J캠핑장은 경기도 가평군에 자리 잡고 있으며 다양한 시설이 마련되어 있습니다.

1. 계곡 및 수영장: 여름철 물놀이에 적합합니다.
2. 어린이 놀이방과 트램펄린: 아이들에게 안성맞춤입니다.
3. 당구장, 카페, 극장, 야외 테라스: 가족 단위로 즐기기 좋습니다.
4. 자연환경: 산들로 둘러싸인 곳에서 사계절 경치를 만끽할 수 있습니다.

이러한 요소들을 고려하면 해당 장소는 가족 나들이와 휴식을 취하기 알맞습니다."
지리산반내골오토캠핑장,전라남도 구례군 문척면 중산로 555,35.14604331,127.5024505,"지리산 반내골 오토 캠핑장은 구례 문척면 중산리 계곡 상류에 위치한 자연캠핑장이다. 약 16,000㎡의 넓은 부지에 40여개의 텐트시설과 카라반이 비치되어 있으며, 화장실과 샤워장은 객실 외부에서 이용할 수 있다.<br>지리산 계곡에 위치하고 있어 언제든 지리산 등반이 가능하지만 캠핑장 옆 계곡을 이용하면 여름철 물놀이, 낚시, 다슬기 체험도 할 수 있다. 일정비용을 지불하면 장비 대여를 할 수 있는 것도 이곳 캠핑장의 장점이다. 빈 손으로 와도 4인용 텐트는 기본이고 카라반, 데크, 방갈로 대여가 가능하기 때문에 언제든 산중 캠핑을 즐길 수 있다.<br>한산하고 조용한 주변 환경 때문에 가족이나 연인 캠퍼들에게 인기고 주변 관광지로 최참판댁, 섬진강 래프팅, 곡성섬진강천문대, 화엄사, 화개장터 등이 있다.",1,#자연,#한적한 산책길,#데이트스팟,#가족나들이,#체험가득,1,#자연 #한적한 산책길 #데이트스팟 #가족나들이 #체험가득,"지리산 반내골 오토 캠핑장은 구례 문척면 중산리 계곡 상류에 위치한 자연캠핑장이다. 약 16,000㎡의 넓은 부지에 40여개의 텐트시설과 카라반이 비치되어 있으며, 화장실과 샤워장은 객실 외부에서 이용할 수 있다.<br>지리산 계곡에 위치하고 있어 언제든 지리산 등반이 가능하지만 캠핑장 옆 계곡을 이용하면 여름철 물놀이, 낚시, 다슬기 체험도 할 수 있다. 일정비용을 지불하면 장비 대여를 할 수 있는 것도 이곳 캠핑장의 장점이다. 빈 손으로 와도 4인용 텐트는 기본이고 카라반, 데크, 방갈로 대여가 가능하기 때문에 언제든 산중 캠핑을 즐길 수 있다.<br>한산하고 조용한 주변 환경 때문에 가족이나 연인 캠퍼들에게 인기고 주변 관광지로 최참판댁, 섬진강 래프팅, 곡성섬진강천문대, 화엄사, 화개장터 등이 있다. #자연 #한적한 산책길 #데이트스팟 #가족나들이 #체험가득","**지리산 반내골 오토 캠핑장**

*위치: 구례 문척면 중산리

 -넓은 부지와 다양한 시설 보유 (텐트, 카라반, 화장실, 샤워장)
-계곡에서 물놀이, 낚시, 다슬기 체험 가능
장비 및 가구 대여 서비스 제공(텐트, 카라반, 데크, 방갈로)
주변에 한산하고 조용한 환경으로 가족, 연인들에게 인기 
주변 관광지: 최참판댁, 섬진강 래프팅, 곡성섬진강천문대, 화엄사, 화개장터 

#자연 #한적한산책길 #데이트스팟 #가족나들이 #체험가득"
가마실캠핑장,충청북도 제천시 의병대로61길 50,37.12151602,128.2966424,"가마실 캠핑장은 충북 제천시 자작동에 자리 잡고 있다. 제천시청을 기점으로 약 17㎞거리에 있으며, 청풍호로, 북부로, 의병대로를 차례로 달리면 닿는다. 소요 시간은 20분가량이다. 이곳은 저수지에 인접해 낚시와 함께 캠핑을 즐길 수 있다. 캠핑장에는 자동차 야영장 31면이 마련돼 있다. 사이트 크기와 개수는 가로 3m 세로 3m 데크 6면, 가로 3m 세로 6m 데크 5면, 가로 7m 세로 6m 파쇄석 20면이다.  화로대, 전기를 이용할 수 있다. 개인 트레일러와 카라반 입장이 가능하며, 이용료는 오토캠핑장과 같다. 또한 관리소에서 화로대를 무료로 대여해준다. 캠핑장은 사계절 내내 쉬지 않고 운영하며, 예약은 전화로만 가능하다. 반려견 동반 입장은 불가능하다. 캠핑장 주변에는 의림지, 교동민화마을 등 관광지가 즐비해 연계관광도 가능하다.  근처에 갈비전문식당이 있어 돼지갈비와 한우 갈빗살의 특색있는 맛을 즐길 수도 있다.",1,#자연,#사찰,#감성스팟,,,0,#자연 #사찰 #감성스팟  ,"가마실 캠핑장은 충북 제천시 자작동에 자리 잡고 있다. 제천시청을 기점으로 약 17㎞거리에 있으며, 청풍호로, 북부로, 의병대로를 차례로 달리면 닿는다. 소요 시간은 20분가량이다. 이곳은 저수지에 인접해 낚시와 함께 캠핑을 즐길 수 있다. 캠핑장에는 자동차 야영장 31면이 마련돼 있다. 사이트 크기와 개수는 가로 3m 세로 3m 데크 6면, 가로 3m 세로 6m 데크 5면, 가로 7m 세로 6m 파쇄석 20면이다.  화로대, 전기를 이용할 수 있다. 개인 트레일러와 카라반 입장이 가능하며, 이용료는 오토캠핑장과 같다. 또한 관리소에서 화로대를 무료로 대여해준다. 캠핑장은 사계절 내내 쉬지 않고 운영하며, 예약은 전화로만 가능하다. 반려견 동반 입장은 불가능하다. 캠핑장 주변에는 의림지, 교동민화마을 등 관광지가 즐비해 연계관광도 가능하다.  근처에 갈비전문식당이 있어 돼지갈비와 한우 갈빗살의 특색있는 맛을 즐길 수도 있다. #자연 #사찰 #감성스팟","제천 가마실 캠핑장은 다음과 같습니다.

* 위치: 충북 제천시 자작동 (제천시청에서 차량으로 20분)
* 시설: 자동차 야영장 31면(데크 및 파쇄석), 화로대 및 전기 사용 가능, 개인 트레일러/카라반 입장 가능 
* 기타 서비스: 화로대 무료 대여, 연중무휴 운영, 전화예약 필수, 반려동물 출입 금지

주변에는 의림지와 교동민화마을 등의 관광 명소가 있고, 갈비 전문 식당도 있습니다. 자연 속에서 감성적인 시간을 보내고 싶은 분들에게 추천합니다."
강원도 세계잼버리 수련장,강원특별자치도 고성군 토성면 잼버리로 244,38.22268404,128.4976743,"고성군 토성면 인흥리에 위치한 세계 잼버리 수련장은 금강산 남쪽 제1봉이라 불리는 신선봉과 미시령, 울산바위, 설악산, 대청봉이 병풍처럼 둘러싸여 있고, 앞에는 동해바다가 시원하게 펼쳐진 곳이다.  지난 1991년 세계 133개국 2만여 명의 청소년과 지도자가 한 자리에 모여 ‘세계는 하나’라는 주제 아래 청소년의 한마당 축제인 제17회 세계잼버리를 연 개최장소이다. 아울러 1996년에는 제17회 아태잼버리가 이 장소에서 개최된 바 있으며, 2004년 8월에는 제24회 아, 태잼버리 겸 11회 한국잼버리가 개최되었다. 주변에 훌륭한 자연경관을 조망할 수 있고 수련장 시설로도 국내에서 가장 큰 규모이다. 야영장과 집회장, 무대, 운동장, 기념관, 생활관, 모험시설, 민속놀이 등 청소년과 기업체의 연수에 필요한 시설을 완비하고 있으며, 이곳의 모험시설은 청소년들의 담력을 키울 수 있는 특색 있는 시설로 손꼽히고 있다.",1,#자연,#뷰 맛집,#감성스팟,,,0,#자연 #뷰 맛집 #감성스팟  ,"고성군 토성면 인흥리에 위치한 세계 잼버리 수련장은 금강산 남쪽 제1봉이라 불리는 신선봉과 미시령, 울산바위, 설악산, 대청봉이 병풍처럼 둘러싸여 있고, 앞에는 동해바다가 시원하게 펼쳐진 곳이다.  지난 1991년 세계 133개국 2만여 명의 청소년과 지도자가 한 자리에 모여 ‘세계는 하나’라는 주제 아래 청소년의 한마당 축제인 제17회 세계잼버리를 연 개최장소이다. 아울러 1996년에는 제17회 아태잼버리가 이 장소에서 개최된 바 있으며, 2004년 8월에는 제24회 아, 태잼버리 겸 11회 한국잼버리가 개최되었다. 주변에 훌륭한 자연경관을 조망할 수 있고 수련장 시설로도 국내에서 가장 큰 규모이다. 야영장과 집회장, 무대, 운동장, 기념관, 생활관, 모험시설, 민속놀이 등 청소년과 기업체의 연수에 필요한 시설을 완비하고 있으며, 이곳의 모험시설은 청소년들의 담력을 키울 수 있는 특색 있는 시설로 손꼽히고 있다. #자연 #뷰 맛집 #감성스팟","- 위치: 고성군 토성면 인흥리
- 특징: 세계 잼버리 수련장으로 사용되며 국내 최대 규모의 수련시설 보유함
- 경관: 금강산 남쪽 제1봉(신선봉), 미시령, 울산바위, 설악산, 대청봉 등이 병풍처럼 둘러싸여 있음, 앞에는 동해바다와 시원한 뷰가 보임
- 역사: '91년 제17회 세계 잼버리, '96년 제17회 아태잼버리, '04년 제24회 아, 태잼버리 겸 11회 한국잼버리 개최
- 시설: 야영장, 집회장, 무대, 운동장, 기념관, 생활관, 모험시설, 민속놀이 등 청소년과 기업체 연수 가능
- 태그: #자연 #뷰맛집 #감성스팟"
은화삼컨트리클럽,경기도 용인시 처인구 백옥대로 860-38,37.21535484,127.218948,"은화삼컨트리클럽은 세계 200여 명문 골프 코스를 설계한 아놀드 파머(Arnold Palmer)의 경험, 철학, 감각이 반영된 환상의 코스이다. 경기도 용인시 처인구 남동에 위치하여 서울과 용인 시가지의 중심부와 인접해 있어서 편리한 교통입지를 갖추고 있다. 전설적인 골퍼 아놀드파머(Arnold Palmer)의 설계를 바탕으로 한 골프코스는 수년간 회원님들과 프로골퍼들의 검증을 받은 은화삼만의 자랑이다.",1,#체험가득,#감성스팟,#자연,,,1,#체험가득 #감성스팟 #자연  ,"은화삼컨트리클럽은 세계 200여 명문 골프 코스를 설계한 아놀드 파머(Arnold Palmer)의 경험, 철학, 감각이 반영된 환상의 코스이다. 경기도 용인시 처인구 남동에 위치하여 서울과 용인 시가지의 중심부와 인접해 있어서 편리한 교통입지를 갖추고 있다. 전설적인 골퍼 아놀드파머(Arnold Palmer)의 설계를 바탕으로 한 골프코스는 수년간 회원님들과 프로골퍼들의 검증을 받은 은화삼만의 자랑이다. #체험가득 #감성스팟 #자연","* **은화삼 컨트리 클럽**: 아놀드 파머의 철학을 담은 환상적 골프 코스로, 용인에 자리 잡고 있어 접근성이 좋습니다.

**태그**: #체험가득 #감성스팟 #자연"
서울시립수서청소년센터,서울특별시 강남구 광평로 144 (수서동),37.48366585,127.0887661,"청소년이 행복한 세상 시립수서청소년센터는 사단법인 더나은세상이 운영하고 있는 청소년과 지역주민을 위한 편의시설이다. 건전 청소년 육성 및 진로체험을 위해 다양한 청소년사업 및 교육문화, 생활체육 프로그램들이 활발하게 운영되고 있다. 또한, 서울 전역의 초·중고등학교 및 지역사회와 연계한 프로그램이 특성화사업으로 운영되는 등 청소년과 지역주민들을 위한 프로그램 제공에 연구 개발을 지속적으로 실시해오고 있는 청소년수련시설이다.",1,#체험가득,#역사,#감성스팟,,,1,#체험가득 #역사 #감성스팟  ,"청소년이 행복한 세상 시립수서청소년센터는 사단법인 더나은세상이 운영하고 있는 청소년과 지역주민을 위한 편의시설이다. 건전 청소년 육성 및 진로체험을 위해 다양한 청소년사업 및 교육문화, 생활체육 프로그램들이 활발하게 운영되고 있다. 또한, 서울 전역의 초·중고등학교 및 지역사회와 연계한 프로그램이 특성화사업으로 운영되는 등 청소년과 지역주민들을 위한 프로그램 제공에 연구 개발을 지속적으로 실시해오고 있는 청소년수련시설이다. #체험가득 #역사 #감성스팟","시립수서청소년센터는 청소년과 지역 주민의 편의를 위한 시설로 다양한 청소년 사업 및 교육 문화, 생활 체육 프로그램 등이 활발히 운영되며, 서울 내 학교 및 지역사회와의 연계를 통한 프로그램도 제공합니다.

태그: 체험활동, 역사교육, 감성적인 장소"
